code;instant;source;description;target
7717;2016-09-22 00:00:00.000;J61826508M;"AL MAR SHPK - DURRES - ";
7718;2016-09-23 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7719;2016-09-22 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
7720;2016-09-24 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
7721;2016-09-21 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";
7722;2016-09-22 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";
7748;2016-09-06 00:00:00.000;J92211003P;"DAJTI KONSTRUKSION - TIRANE - ";
7749;2016-09-07 00:00:00.000;L52310028T;"4 K TRADING ALBANIA - TIRANE - ";
7750;2016-09-07 00:00:00.000;K31418036C;"INFOSOFT SD SHPK  FINANCA 5 - TIRANE - ";
7751;2016-09-09 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
7752;2016-09-13 00:00:00.000;K31915018E;"A&A SECUIRITY SURVEY - TIRANE - ";
7754;2016-09-20 00:00:00.000;J62426002Q;"INFOSOFT OFFICE SHPK - TIRANE - ";
7726;2016-10-01 00:00:00.000;;"RIVA SRL - ITALI - ";M1
7727;2016-10-01 00:00:00.000;;"SI EL SRL - ITALI - ";M1
7730;2016-10-04 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
7753;2016-09-14 00:00:00.000;J92305001S;"LINDA SHPK - TIRANE - ";
7755;2016-09-21 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
7756;2016-09-22 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
7757;2016-09-23 00:00:00.000;L52310028T;"4 K TRADING ALBANIA - TIRANE - ";
7758;2016-09-26 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
7759;2016-09-26 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
7760;2016-09-26 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
7761;2016-09-27 00:00:00.000;L52310028T;"4 K TRADING ALBANIA - TIRANE - ";
7762;2016-09-28 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
7763;2016-09-29 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
7764;2016-09-29 00:00:00.000;J92211003P;"DAJTI KONSTRUKSION - TIRANE - ";
7768;2016-10-04 00:00:00.000;K46811001V;"ALBAMEDIA - TIRANE - ";M1
7766;2016-09-30 00:00:00.000;K77219205A;"ELDO 07 - VLORE - ";
7767;2016-09-30 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
7771;2016-09-20 00:00:00.000;K01814501G;"ALEKSI - DURRES - ";
7772;2016-09-30 00:00:00.000;K01814501G;"ALEKSI - DURRES - ";
7773;2016-09-30 00:00:00.000;K26330201T;"NISATEL SHPK - VLORE - ";
7774;2016-09-30 00:00:00.000;J97426201K;"FJORTES.shpk - VLORE - ";M1
7775;2016-09-30 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
7923;2016-10-31 00:00:00.000;K46811001V;"ALBAMEDIA - TIRANE - ";M1
7924;2016-10-25 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
7925;2016-10-26 00:00:00.000;J61820040I;"DHL EXPRESS - TIRANE - ";
7926;2016-10-25 00:00:00.000;L42108451O;"PRO BASKET  -  - ";
7927;2016-10-01 00:00:00.000;;"BASHKIA FIER - FIER - ";
7928;2016-10-01 00:00:00.000;;"BASHKIA TIRANE - TIRANE - ";
7929;2016-10-01 00:00:00.000;;"BASHKIA VLORE - VLORE - ";
7930;2016-10-27 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
7931;2016-10-28 00:00:00.000;J62426002Q;"INFOSOFT OFFICE SHPK - TIRANE - ";
7932;2016-10-01 00:00:00.000;;"BASHKIA VLORE - VLORE - ";
7933;2016-10-10 00:00:00.000;L61516001H;"DONIKA NDINI - TIRANE - ";
7934;2016-10-10 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
7935;2016-10-10 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
7936;2016-10-13 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
7937;2016-10-13 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
7938;2016-10-15 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
7939;2016-10-17 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
7940;2016-10-19 00:00:00.000;K97313202U;"TISA TOURS  (MIKEL ZINXHIRIA) - VLORE - ";
7941;2016-10-24 00:00:00.000;L16628202D;"EXCELLENT TIRES - VLORE - ";
7942;2016-10-25 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
7943;2016-10-26 00:00:00.000;K31915018E;"A&A SECUIRITY SURVEY - TIRANE - ";
7944;2016-10-31 00:00:00.000;J72510459J;"TELE.CO ALBANIA - FIER - ";
7945;2016-11-02 00:00:00.000;K92922201T;"SITEL MOBILE SHPK - ELBASAN - ";M1
7955;2016-10-31 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
7956;2016-10-31 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
7957;2016-10-31 00:00:00.000;K26330201T;"NISATEL SHPK - VLORE - ";
7958;2016-10-31 00:00:00.000;J97426201K;"FJORTES.shpk - VLORE - ";M1
7959;2016-10-01 00:00:00.000;;"BASHKIA KAVAJE - KAVAJE - ";
7960;2016-10-01 00:00:00.000;;"BASHKIA VLORE - VLORE - ";
7961;2016-10-01 00:00:00.000;;"BASHKIA SHKODER - SHKODER - ";
7962;2016-10-31 00:00:00.000;K83410201O;"BAHITI G SHPK - ELBASAN - ";
7963;2016-10-01 00:00:00.000;;"MIRJAM IBRAHIMI HAXHI QERADHENES - VLORE - ";
7964;2016-11-07 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
7965;2016-11-07 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
7966;2016-10-31 00:00:00.000;K77219205A;"ELDO 07 - VLORE - ";
7967;2016-10-31 00:00:00.000;K23323401N;"MYRTO SECURITY - FIER - ";
7968;2016-11-08 00:00:00.000;;"ELTRONIC S.R.L (DCG) -  - ";M1
7969;2016-11-08 00:00:00.000;;"TREVI SPA - ITALI - ";M1
7970;2016-11-08 00:00:00.000;;"BENTY. s.r.l - ITALI - ";M1
7971;2016-11-08 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
7972;2016-11-08 00:00:00.000;;"TECNOWIND  S.P.A - ITALI, Via piani di marischio, - ";M1
7973;2016-10-31 00:00:00.000;K12007002U;"TOP CHANNEL  SHPK - TIRANE - ";
7974;2016-10-01 00:00:00.000;J92305001S;"LINDA SHPK - TIRANE - ";
7975;2016-10-01 00:00:00.000;K83410201O;"BAHITI G SHPK - ELBASAN - ";
10358;2017-07-17 00:00:00.000;L33709406W;"ALPAK SOLUTIONS SHPK - TIRANE - ";
10359;2017-07-18 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10360;2017-07-18 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10361;2017-07-19 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10362;2017-07-17 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10363;2017-07-19 00:00:00.000;L46617201M;"VULLNET AVDURRAMANI - VLORE - ";
10364;2017-07-19 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10365;2017-07-21 00:00:00.000;K16604201M;"ANA 2001 SHPK - VLORE - ";
10366;2017-07-20 00:00:00.000;;"TIS ITALIA SRL - VIALE LOMBARDIA 44 - ";M1
10367;2017-07-20 00:00:00.000;;"SMEG - 42016 GUASTELLA RE - ";M1
10368;2017-07-20 00:00:00.000;;"SI EL SRL - ITALI - ";M1
10369;2017-07-21 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10370;2017-07-21 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10371;2017-07-11 00:00:00.000;K26330201T;"NISATEL SHPK - DURRES - ";
10372;2017-07-24 00:00:00.000;;"SUNNY ATAMACA ELEKTRONI K SAN VE TIC - TURQI - ";M1
10373;2017-07-24 00:00:00.000;;"NAVONI DAYANIKLI (ARDA ORNER) - TURQI - ";M1
10374;2017-07-24 00:00:00.000;;"SALVO IC VE DIS TIC MUH MUM TERC - TURQI - ";M1
10375;2017-07-24 00:00:00.000;;"TCL HOME APPLIANCES (HK CO., LTD) - KINE - ";M1
10376;2017-07-24 00:00:00.000;;"MIDEA ELECTRIC TRADING SUNGAPORE - CO PTE LTD 50 RAFFLES PLACE 38 - ";M1
10381;2017-07-01 00:00:00.000;L51328502G;"VEZI GROUP - DURRES - ";
10397;2017-07-17 00:00:00.000;L33709406W;"ALPAK SOLUTIONS SHPK - TIRANE - ";
10383;2017-07-10 00:00:00.000;L36401202C;"MARTED HOXHAJ - VLORE - ";
10377;2017-07-19 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
10378;2017-07-18 00:00:00.000;J62426002Q;"INFOSOFT OFFICE SHPK - TIRANE - ";
10379;2017-07-20 00:00:00.000;J98009202P;"LAJTHIZA INVEST SHPK - KUKES - ";
10380;2017-07-20 00:00:00.000;J62426002Q;"INFOSOFT OFFICE SHPK - TIRANE - ";
10394;2017-07-24 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10395;2017-07-21 00:00:00.000;;"OZATA - TURQI - ";
10398;2017-07-27 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10399;2017-07-27 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10403;2017-07-28 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10404;2017-07-28 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10405;2017-07-25 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
10406;2017-07-29 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10407;2017-07-29 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10408;2017-07-29 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10409;2017-07-29 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10410;2017-07-20 00:00:00.000;L03202402E;"NEXHAT MEHONIQI - FIER - ";
10411;2017-07-24 00:00:00.000;L53506205E;"E-TECH SHPK - ELBASAN - ";
10412;2017-07-02 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10413;2017-07-07 00:00:00.000;L4250640E;"REDIAN MERKAJ - FIER - ";
10414;2017-07-31 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10415;2017-07-31 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10384;2017-07-20 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10385;2017-07-20 00:00:00.000;J66703216P;"TRIS ELEKTRIK - TIRANE - ";
10386;2017-07-20 00:00:00.000;L61516001H;"DONIKA NDINI - TIRANE - ";
10387;2017-07-20 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
10388;2017-07-21 00:00:00.000;K76526235R;"AGRON COLLAKU - VLORE - ";
10389;2017-07-21 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10390;2017-07-24 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10391;2017-07-24 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10392;2017-07-24 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10393;2017-07-21 00:00:00.000;;"TREXPORT - ITALI - ";
10396;2017-07-27 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10400;2017-07-17 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10401;2017-07-27 00:00:00.000;L06606005T;"TECHNOSOFT SHPK - SHKODER - ";
10402;2017-07-21 00:00:00.000;K33915001O;"ILIRJAN POSTOLI - KORCE - ";
10432;2017-08-05 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10433;2017-07-07 00:00:00.000;J66703216P;"TRIS ELEKTRIK - TIRANE - ";
10434;2017-07-10 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
10435;2017-07-14 00:00:00.000;K71821013S;"DM CONSULTING SERVICES - TIRANE - ";
10436;2017-07-27 00:00:00.000;L36308201D;"SALATAJ GJ - VLORE - ";
10437;2017-07-18 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
10439;2017-07-19 00:00:00.000;K81325001B;"IMPACT SHPK - TIRANE - ";
10440;2017-07-24 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
7776;2016-10-07 00:00:00.000;;"HISENSE ITALIA SRL - ITALI - ";M1
7777;2016-10-07 00:00:00.000;;"TREVI SPA - ITALI - ";M1
7778;2016-10-07 00:00:00.000;;"ELTRONIC S.R.L (DCG) -  - ";M1
7779;2016-10-07 00:00:00.000;;"SGM DISTRIBUZIONE SRL - FORLI ITALI - ";M1
7780;2016-10-07 00:00:00.000;;"TREVIDEA SRL - ITALI - ";M1
7781;2016-10-09 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
7782;2016-10-09 00:00:00.000;;"SI EL SRL - ITALI - ";M1
7783;2016-10-06 00:00:00.000;K46811001V;"ALBAMEDIA - TIRANE - ";M1
7784;2016-10-07 00:00:00.000;K46811001V;"ALBAMEDIA - TIRANE - ";M1
7785;2016-10-10 00:00:00.000;GB11923472;"GPSG - TURQI - ";M1
7786;2016-10-12 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
7787;2016-10-14 00:00:00.000;;"BRANDT OVERSEAS.SRL.OCEAN - ITALI, Via Sanvito Silvestro - ";M1
7788;2016-10-15 00:00:00.000;;"MIDEA ELECTRIC TRADING SUNGAPORE - CO PTE LTD 50 RAFFLES PLACE 38 - ";M1
7789;2016-10-15 00:00:00.000;;"MIDEA ELECTRIC TRADING SUNGAPORE - CO PTE LTD 50 RAFFLES PLACE 38 - ";M1
7790;2016-10-15 00:00:00.000;;"RIVA SRL - ITALI - ";M1
7791;2016-10-15 00:00:00.000;;"TIS ITALIA SRL - VIALE LOMBARDIA 44 - ";M1
7792;2016-10-16 00:00:00.000;;"BENTY. s.r.l - ITALI - ";M1
7793;2016-10-12 00:00:00.000;K46811001V;"ALBAMEDIA - TIRANE - ";M1
7794;2016-10-17 00:00:00.000;;"GUANGDONG GALANZ MICROWAVE OVEN - KINE - ";M1
7806;2016-10-01 00:00:00.000;K91314024I;"PAJTONI SHPK - TIRANE - ";
7848;2016-10-01 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
7849;2016-10-01 00:00:00.000;K33020403G;"GEMAKLER SHPK - TIRANE - ";
10416;2017-07-01 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10417;2017-08-01 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10418;2017-08-01 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10419;2017-08-01 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10420;2017-07-29 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10421;2017-07-29 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10422;2017-07-20 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10427;2017-07-21 00:00:00.000;K46811001V;"ALBAMEDIA - TIRANE - ";M1
10428;2017-08-03 00:00:00.000;;"GAMA NPT - Rr.MAGJ.FERIZAJ/URESOVAC - ";M1
10429;2017-08-03 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
10430;2017-08-04 00:00:00.000;;"TCL HOME APPLIANCES (HK CO., LTD) - KINE - ";M1
10431;2017-08-04 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
10451;2017-07-28 00:00:00.000;L52310028T;"4 K TRADING ALBANIA - TIRANE - ";
10478;2017-08-11 00:00:00.000;;"B.SH HISNI APARATI D.O.O NAZARJE - SAVINJSKA CESTA 30 - ";M1
10488;2017-08-05 00:00:00.000;K36308201D;"SALATAJ GJ - VLORE - ";
10509;2017-08-23 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
10510;2017-08-07 00:00:00.000;L4250640E;"REDIAN MERKAJ - FIER - ";
10513;2017-08-25 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
10514;2017-08-24 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
10518;2017-08-24 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
10521;2017-08-25 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
10522;2017-08-25 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
10505;2017-08-03 00:00:00.000;L42506401E;"REDIAN MERKAJ - FIER - ";
10507;2017-08-08 00:00:00.000;L21401024J;"ELDA DEDJA - TIRANE - ";
10508;2017-08-01 00:00:00.000;J61824053N;"ALBTELECOM EAGLE MOBILE SHA - KORCE - ";
10511;2017-08-16 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10536;2017-08-28 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10553;2017-08-22 00:00:00.000;L52310028T;"4 K TRADING ALBANIA - TIRANE - ";
10554;2017-08-23 00:00:00.000;L52310028T;"4 K TRADING ALBANIA - TIRANE - ";
10555;2017-08-19 00:00:00.000;L24719004I;"CITY FM - KORCE - ";
10565;2017-08-30 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
11565;2017-08-31 00:00:00.000;K06426203P;"FATMIR KONDO - VLORE - ";M1
11566;2017-08-31 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
11569;2017-08-31 00:00:00.000;K77219205A;"ELDO 07 - VLORE - ";
11570;2017-08-01 00:00:00.000;L5220844L;"UNIK GROUP SHPK - TIRANE - ";
11571;2017-08-29 00:00:00.000;K06429210O;"GABA SHPK - VLORE - ";
11572;2017-08-31 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
11579;2017-09-04 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
11592;2017-08-10 00:00:00.000;K33915001O;"ILIRJAN POSTOLI - KORCE - ";
11593;2017-08-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
11594;2017-08-30 00:00:00.000;L21401024J;"ELDA DEDJA - TIRANE - ";
11595;2017-08-29 00:00:00.000;K22923401G;"PELARI  A RADIO FIERI - FIER - ";
11603;2017-09-06 00:00:00.000;K46811001V;"ALBAMEDIA - TIRANE - ";M1
11612;2017-09-07 00:00:00.000;L03202402E;"NEXHAT MEHONIQI - FIER - ";
11573;2017-09-01 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
11604;2017-09-01 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
11605;2017-09-01 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
11624;2017-09-20 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
11625;2017-09-20 00:00:00.000;;"NINGBO JINLONG ELECTRIC APPLIANCE CO.,LTD - KINE, No 188 tanjialing east  - ";M1
11626;2017-09-01 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
11628;2017-09-21 00:00:00.000;;"TIS ITALIA SRL - VIALE LOMBARDIA 44 - ";M1
11629;2017-09-21 00:00:00.000;;"SI EL SRL - ITALI - ";M1
11630;2017-09-21 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
11633;2017-09-21 00:00:00.000;;"SGM DISTRIBUZIONE SRL UNIEURO - FORLI ITALI - ";M1
11635;2017-09-16 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
11636;2017-09-07 00:00:00.000;L42506401E;"REDIAN MERKAJ - FIER - ";
11637;2017-09-21 00:00:00.000;L42506401E;"REDIAN MERKAJ - FIER - ";
11648;2017-09-22 00:00:00.000;K33915001O;"ILIRJAN POSTOLI - KORCE - ";
11649;2017-09-04 00:00:00.000;L06606005T;"TECHNOSOFT SHPK - SHKODER - ";
11650;2017-09-04 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
11651;2017-09-11 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
11657;2017-09-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
11658;2017-10-02 00:00:00.000;;"FISHER&PAYKEL, DE LONGHI - VIA FABBIAN MATTEO,7 - ";M1
11659;2017-10-02 00:00:00.000;;"ALBA COMERCIALE SRL - FOSSALTA DI PORTOGRUARDO - ";M1
11660;2017-10-02 00:00:00.000;;"ATMACA ELEKTRONIK SAN VE TIC - TURQI - ";M1
11574;2017-08-28 00:00:00.000;J62426002Q;"INFOSOFT OFFICE SHPK - TIRANE - ";
11575;2017-08-28 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
11576;2017-08-28 00:00:00.000;J98009202P;"LAJTHIZA INVEST SHA - KUKES - ";
11577;2017-08-02 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
11578;2017-08-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
11580;2017-08-03 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
11581;2017-08-11 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
11596;2017-08-25 00:00:00.000;L03202402E;"NEXHAT MEHONIQI - FIER - ";
11611;2017-09-14 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
11615;2017-09-18 00:00:00.000;;"NAVONI DAYANIKLI (ARDA ORNER) - TURQI - ";M1
11616;2017-09-18 00:00:00.000;;"NAVONI DAYANIKLI (ARDA ORNER) - TURQI - ";M1
11622;2017-09-20 00:00:00.000;;"TIS ITALIA SRL - VIALE LOMBARDIA 44 - ";M1
11623;2017-09-20 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
11661;2017-10-02 00:00:00.000;;"BARAZZA SRL - ITALI - ";M1
11662;2017-10-02 00:00:00.000;;"SMEG - 42016 GUASTELLA RE - ";M1
11663;2017-10-02 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
11664;2017-10-02 00:00:00.000;;"TREVIDEA SRL - ITALI - ";M1
11665;2017-10-02 00:00:00.000;;"NAVONI DAYANIKLI (ARDA ORNER) - TURQI - ";M1
11666;2017-10-02 00:00:00.000;;"IMC CENTINTAS DIS DIS TICARET - 75 YIL MH ORGANIZE SAN BULOGEZ - ";M1
11687;2017-09-15 00:00:00.000;L51907030J;"TOROS TRANSPORT - TIRANE - ";
11688;2017-09-18 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
11689;2017-09-19 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
11582;2017-08-11 00:00:00.000;K22112005E;"PANORAMA GROUP  SHA - TIRANE - ";
11583;2017-08-25 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
11584;2017-08-28 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
11585;2017-08-04 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
11586;2017-08-06 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
11587;2017-08-15 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
11588;2017-08-16 00:00:00.000;L51907030J;"TOROS TRANSPORT - TIRANE - ";
11589;2017-08-22 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
11590;2017-08-31 00:00:00.000;K72223025M;"ARB SECURITY - TIRANE - ";
11591;2017-08-31 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
11597;2017-09-10 00:00:00.000;;"SGM DISTRIBUZIONE SRL UNIEURO - FORLI ITALI - ";M1
11598;2017-09-10 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
11599;2017-09-10 00:00:00.000;;"TIS ITALIA SRL - VIALE LOMBARDIA 44 - ";M1
11600;2017-09-10 00:00:00.000;;"SI EL SRL - ITALI - ";M1
11601;2017-09-10 00:00:00.000;;"ELICA SPA   ARIA NUOVA - ITALI - ";M1
11602;2017-09-10 00:00:00.000;;"ELTRONIC S.R.L (DCG) - ITALI - ";M1
11621;2017-09-01 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
11627;2017-09-04 00:00:00.000;K74720403K;"EDI HALILAJ - LUSHNJE - ";
11631;2017-09-01 00:00:00.000;J61824053N;"ALBTELECOM EAGLE MOBILE SHA - TIRANE - ";
11632;2017-09-14 00:00:00.000;L53506205E;"E-TECH SHPK - ELBASAN - ";
11725;2017-09-23 00:00:00.000;L16915205R;"TODI VIDHAJ - VLORE - ";
11691;2017-09-20 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
11606;2017-09-01 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
11607;2017-09-02 00:00:00.000;L33709406U;"ALPAK SOLUTIONS - TIRANE - ";
11608;2017-09-01 00:00:00.000;K32712210C;"KUMRIA 1 - ELBASAN - ";
11609;2017-09-06 00:00:00.000;K36526216H;"AJLA-SA XEROX - VLORE - ";
11610;2017-09-07 00:00:00.000;K33915001O;"ILIRJAN POSTOLI - FIER - ";
11613;2017-09-01 00:00:00.000;K83410201O;"BAHITI G SHPK - ELBASAN - ";
11693;2017-09-21 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
11694;2017-09-21 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
11695;2017-09-21 00:00:00.000;J92211003P;"DAJTI KONSTRUKSION - TIRANE - ";
11696;2017-09-21 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
11697;2017-09-23 00:00:00.000;K86421201G;"GLADIOLA SHEHAJ - VLORE - ";
11698;2017-09-23 00:00:00.000;L76604205F;"REDJAN SHABANI - VLORE - ";
11699;2017-09-26 00:00:00.000;L76604205F;"REDJON SHABANI - VLORE - ";
11700;2017-09-28 00:00:00.000;L04820001N;"DAISY & ETM  PAJISJE FISKALE - KORCE - ";
11701;2017-09-30 00:00:00.000;K86505205H;"VIRON XHAFERI - VLORE - ";
11723;2017-10-07 00:00:00.000;;"RE MA METAL TEKSTIL INS GIDA SAN - TURQI - ";M1
11724;2017-10-08 00:00:00.000;;"B.SH HISNI APARATI D.O.O NAZARJE - SAVINJSKA CESTA 30 - ";M1
11733;2017-10-11 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
